MeasurementID,DateID,TimeID,Datetime,ReadingID,CO_Concentration,NMHC_Concentration,Benzene_Concentration,NOx_Concentration,NO2_Concentration,Temperature,Relative_Humidity,Absolute_Humidity,Day,Month,Year,Hour,Minute,Second,PT08_S1,PT08_S2,PT08_S3,PT08_S4,PT08_S5
1880,1880,1880,28/05/2004 1:00,1880,-200,-200,6.1,-200,-200,17.8,44.9,0.903,28,5,2004,1,0,0,908,814,1089,1403,763
1881,1881,1881,28/05/2004 2:00,1881,-200,-200,6.2,-200,-200,16.6,49.7,0.9295,28,5,2004,2,0,0,896,820,1074,1439,833
1882,1882,1882,28/05/2004 3:00,1882,-200,-200,3.8,-200,-200,16.5,48.6,0.9028,28,5,2004,3,0,0,810,697,1221,1321,675
1883,1883,1883,28/05/2004 4:00,1883,-200,-200,2.8,-200,-200,15.2,53.6,0.919,28,5,2004,4,0,0,789,638,1305,1309,672
1884,1884,1884,28/05/2004 5:00,1884,-200,-200,3.4,-200,-200,15.5,51.7,0.9019,28,5,2004,5,0,0,814,678,1276,1339,626
1885,1885,1885,28/05/2004 6:00,1885,-200,-200,8.2,-200,-200,14.9,54.8,0.9247,28,5,2004,6,0,0,958,907,992,1536,882
1886,1886,1886,28/05/2004 7:00,1886,-200,-200,19.2,-200,-200,16.3,51.3,0.9416,28,5,2004,7,0,0,1213,1274,762,1914,1264
1887,1887,1887,28/05/2004 8:00,1887,-200,-200,22.6,-200,-200,18.4,45.7,0.9559,28,5,2004,8,0,0,1221,1367,722,2008,1330
1888,1888,1888,28/05/2004 9:00,1888,-200,-200,19.4,-200,-200,20.8,43.6,1.0614,28,5,2004,9,0,0,1245,1281,774,1952,1324
1889,1889,1889,28/05/2004 10:00,1889,-200,-200,9.6,-200,-200,24.3,35.1,1.0477,28,5,2004,10,0,0,1050,963,998,1609,901
1890,1890,1890,28/05/2004 11:00,1890,-200,-200,9.8,-200,-200,26.4,29.3,0.9889,28,5,2004,11,0,0,1048,969,1012,1600,852
1891,1891,1891,28/05/2004 12:00,1891,-200,-200,14.4,-200,-200,28.3,25,0.9495,28,5,2004,12,0,0,1141,1128,902,1738,1009
1892,1892,1892,28/05/2004 13:00,1892,-200,-200,12.1,-200,-200,28.9,23.7,0.9285,28,5,2004,13,0,0,1052,1053,949,1641,831
1893,1893,1893,28/05/2004 14:00,1893,-200,-200,13.5,-200,-200,28.5,25.8,0.9931,28,5,2004,14,0,0,1152,1099,908,1706,954
1894,1894,1894,28/05/2004 15:00,1894,1.7,-200,12.3,133,115,29.6,18.9,0.7692,28,5,2004,15,0,0,1026,1061,982,1564,814
1895,1895,1895,28/05/2004 16:00,1895,1.7,-200,12.2,131,117,28,23.2,0.8613,28,5,2004,16,0,0,1039,1055,966,1590,845
1896,1896,1896,28/05/2004 17:00,1896,2.1,-200,12.5,133,105,23.6,41,1.1786,28,5,2004,17,0,0,1148,1067,887,1790,956
1897,1897,1897,28/05/2004 18:00,1897,2.2,-200,13.9,141,114,21.5,48.1,1.2148,28,5,2004,18,0,0,1176,1114,843,1805,1102
1898,1898,1898,28/05/2004 19:00,1898,1.8,-200,11.4,112,103,22.1,44.1,1.1573,28,5,2004,19,0,0,1100,1028,900,1710,994
1899,1899,1899,28/05/2004 20:00,1899,1.8,-200,10.4,147,119,20.2,47.2,1.1043,28,5,2004,20,0,0,1081,992,959,1680,935
1900,1900,1900,28/05/2004 21:00,1900,0.9,-200,7,104,102,20,47.6,1.103,28,5,2004,21,0,0,976,858,1070,1547,839
1901,1901,1901,28/05/2004 22:00,1901,1,-200,7,97,96,19.8,46.8,1.0697,28,5,2004,22,0,0,979,857,1082,1546,797
1902,1902,1902,28/05/2004 23:00,1902,2,-200,11.3,128,109,19.6,47,1.0606,28,5,2004,23,0,0,1092,1024,937,1706,968
1903,1903,1903,29/05/2004 0:00,1903,1.8,-200,9.2,138,119,19.3,46.3,1.0279,29,5,2004,0,0,0,1044,946,1009,1594,886
1904,1904,1904,29/05/2004 1:00,1904,1.1,-200,6.8,93,103,18.5,48.7,1.0286,29,5,2004,1,0,0,940,849,1091,1509,764
1905,1905,1905,29/05/2004 2:00,1905,0.6,-200,5.1,71,84,18,51.4,1.0504,29,5,2004,2,0,0,892,767,1180,1466,657
1906,1906,1906,29/05/2004 3:00,1906,0.3,-200,3.4,-200,-200,17.9,50.8,1.0355,29,5,2004,3,0,0,838,675,1302,1390,540
1907,1907,1907,29/05/2004 4:00,1907,-200,-200,4.3,44,59,17.7,51.9,1.0379,29,5,2004,4,0,0,853,727,1179,1417,621
1908,1908,1908,29/05/2004 5:00,1908,-200,-200,1.5,18,29,17.7,49.7,0.997,29,5,2004,5,0,0,738,545,1562,1266,450
1909,1909,1909,29/05/2004 6:00,1909,0.1,-200,2,41,45,17.9,46.1,0.9383,29,5,2004,6,0,0,762,581,1588,1277,434
1910,1910,1910,29/05/2004 7:00,1910,0.5,-200,4,84,80,18.4,43.9,0.9192,29,5,2004,7,0,0,841,713,1293,1356,559
1911,1911,1911,29/05/2004 8:00,1911,0.6,-200,4,77,77,18.9,42.1,0.9081,29,5,2004,8,0,0,843,712,1303,1343,548
1912,1912,1912,29/05/2004 9:00,1912,0.5,-200,4,73,68,19.2,39.7,0.8728,29,5,2004,9,0,0,841,713,1326,1330,525
1913,1913,1913,29/05/2004 10:00,1913,0.7,-200,4.2,72,66,20.8,36.6,0.8878,29,5,2004,10,0,0,862,721,1329,1335,522
1914,1914,1914,29/05/2004 11:00,1914,0.7,-200,4.5,77,70,21.3,35.8,0.8975,29,5,2004,11,0,0,869,740,1296,1366,535
1915,1915,1915,29/05/2004 12:00,1915,0.9,-200,6,82,74,21.8,34.9,0.9004,29,5,2004,12,0,0,894,810,1204,1421,585
1916,1916,1916,29/05/2004 13:00,1916,0.7,-200,4.8,67,64,22.8,31.4,0.8615,29,5,2004,13,0,0,844,755,1284,1350,521
1917,1917,1917,29/05/2004 14:00,1917,0.4,-200,3.8,59,60,22.9,31.3,0.862,29,5,2004,14,0,0,823,699,1382,1311,493
1918,1918,1918,29/05/2004 15:00,1918,0.5,-200,4.2,61,63,22.9,30.7,0.8461,29,5,2004,15,0,0,843,719,1353,1330,501
1919,1919,1919,29/05/2004 16:00,1919,0.6,-200,5.1,76,75,23.8,29.2,0.8499,29,5,2004,16,0,0,865,767,1279,1369,559
1920,1920,1920,29/05/2004 17:00,1920,0.6,-200,5.6,73,79,23.2,30.2,0.8442,29,5,2004,17,0,0,873,792,1247,1397,589
1921,1921,1921,29/05/2004 18:00,1921,0.8,-200,5.8,87,83,22.4,31.3,0.8365,29,5,2004,18,0,0,899,803,1221,1426,596
1922,1922,1922,29/05/2004 19:00,1922,1,-200,7,98,93,21.7,32.2,0.825,29,5,2004,19,0,0,921,856,1163,1437,681
1923,1923,1923,29/05/2004 20:00,1923,1.2,-200,7.9,123,112,20.8,33.2,0.8061,29,5,2004,20,0,0,937,893,1106,1463,783
1924,1924,1924,29/05/2004 21:00,1924,1,-200,6.5,102,103,20.1,35,0.8149,29,5,2004,21,0,0,901,834,1177,1408,738
1925,1925,1925,29/05/2004 22:00,1925,1.3,-200,8.5,102,93,19.5,36.9,0.8258,29,5,2004,22,0,0,955,918,1056,1511,762
1926,1926,1926,29/05/2004 23:00,1926,2.7,-200,13.7,142,112,19,38.2,0.8327,29,5,2004,23,0,0,1065,1106,897,1707,929
1927,1927,1927,30/05/2004 0:00,1927,2.7,-200,13.8,148,125,18.5,39.4,0.832,30,5,2004,0,0,0,1035,1110,907,1652,1044
1928,1928,1928,30/05/2004 1:00,1928,1.6,-200,9.1,107,107,17.8,41.7,0.844,30,5,2004,1,0,0,956,945,1030,1509,892
1929,1929,1929,30/05/2004 2:00,1929,0.6,-200,6.5,61,76,19.2,42,0.9248,30,5,2004,2,0,0,869,835,1078,1437,807
1930,1930,1930,30/05/2004 3:00,1930,0.3,-200,6.2,-200,-200,17.8,44.8,0.9048,30,5,2004,3,0,0,831,822,1085,1418,710
1931,1931,1931,30/05/2004 4:00,1931,-200,-200,5.2,43,55,17,47.7,0.9185,30,5,2004,4,0,0,815,774,1113,1374,712
1932,1932,1932,30/05/2004 5:00,1932,0.1,-200,3.1,25,37,17.2,47.2,0.9178,30,5,2004,5,0,0,781,661,1271,1299,568
1933,1933,1933,30/05/2004 6:00,1933,0.1,-200,2.9,32,45,17.3,47.6,0.9295,30,5,2004,6,0,0,781,645,1295,1320,575
1934,1934,1934,30/05/2004 7:00,1934,0.2,-200,3.6,48,61,18.6,44.2,0.9385,30,5,2004,7,0,0,828,690,1263,1353,658
1935,1935,1935,30/05/2004 8:00,1935,0.3,-200,2.7,60,67,20.2,37.8,0.8837,30,5,2004,8,0,0,803,635,1417,1272,537
1936,1936,1936,30/05/2004 9:00,1936,0.3,-200,3,52,60,22,31.9,0.8335,30,5,2004,9,0,0,811,653,1411,1269,486
1937,1937,1937,30/05/2004 10:00,1937,0.4,-200,3.7,58,64,25.5,25.9,0.8339,30,5,2004,10,0,0,844,696,1353,1292,507
1938,1938,1938,30/05/2004 11:00,1938,0.3,-200,3.8,54,64,27.5,22.8,0.8249,30,5,2004,11,0,0,833,697,1361,1294,496
1939,1939,1939,30/05/2004 12:00,1939,0.3,-200,4.2,52,59,28.7,20.7,0.8024,30,5,2004,12,0,0,832,719,1318,1299,502
1940,1940,1940,30/05/2004 13:00,1940,0.1,-200,2.6,34,41,29.1,19.6,0.7771,30,5,2004,13,0,0,771,626,1502,1210,430
1941,1941,1941,30/05/2004 14:00,1941,0.1,-200,2.8,41,46,29.8,18.4,0.7595,30,5,2004,14,0,0,783,637,1498,1215,439
1942,1942,1942,30/05/2004 15:00,1942,0.2,-200,4.2,41,46,32,15,0.7028,30,5,2004,15,0,0,815,723,1378,1256,471
1943,1943,1943,30/05/2004 16:00,1943,0.6,-200,6.2,65,77,30.3,17,0.7232,30,5,2004,16,0,0,912,819,1224,1368,589
1944,1944,1944,30/05/2004 17:00,1944,0.5,-200,5.2,65,83,31.7,16.2,0.745,30,5,2004,17,0,0,894,774,1239,1339,598
1945,1945,1945,30/05/2004 18:00,1945,0.9,-200,7.7,84,90,29.2,19.6,0.7817,30,5,2004,18,0,0,963,885,1102,1447,695
1946,1946,1946,30/05/2004 19:00,1946,1.1,-200,8.8,89,95,27.4,23.8,0.858,30,5,2004,19,0,0,990,930,1045,1506,739
1947,1947,1947,30/05/2004 20:00,1947,1.3,-200,10.1,114,113,25,26.9,0.8408,30,5,2004,20,0,0,1025,980,986,1591,891
1948,1948,1948,30/05/2004 21:00,1948,1.5,-200,9.8,127,128,23.6,30.1,0.8663,30,5,2004,21,0,0,997,971,993,1573,930
1949,1949,1949,30/05/2004 22:00,1949,1.2,-200,8.4,117,117,22.3,33.6,0.8913,30,5,2004,22,0,0,976,916,1044,1515,880
1950,1950,1950,30/05/2004 23:00,1950,0.4,-200,5.4,46,64,21.4,36.9,0.9271,30,5,2004,23,0,0,878,784,1181,1407,610
1951,1951,1951,31/05/2004 0:00,1951,0.2,-200,4.3,16,28,20.6,39.9,0.9597,31,5,2004,0,0,0,836,728,1213,1353,518
1952,1952,1952,31/05/2004 1:00,1952,0.3,-200,4.8,27,46,19.7,43.2,0.9812,31,5,2004,1,0,0,855,751,1107,1418,664
1953,1953,1953,31/05/2004 2:00,1953,-200,-200,2.1,4,8,19.7,42.4,0.9636,31,5,2004,2,0,0,759,588,1323,1286,515
1954,1954,1954,31/05/2004 3:00,1954,-200,-200,1.4,-200,-200,18.9,45,0.9703,31,5,2004,3,0,0,738,539,1421,1257,477
1955,1955,1955,31/05/2004 4:00,1955,-200,-200,1.3,19,32,18.7,45.4,0.9694,31,5,2004,4,0,0,736,528,1451,1254,477
1956,1956,1956,31/05/2004 5:00,1956,-200,-200,2.3,48,57,16.4,52.4,0.9709,31,5,2004,5,0,0,765,609,1304,1319,581
1957,1957,1957,31/05/2004 6:00,1957,0.5,-200,6.5,82,60,16.6,52.1,0.9785,31,5,2004,6,0,0,909,834,1031,1527,763
1958,1958,1958,31/05/2004 7:00,1958,1.6,-200,14.2,167,83,17.4,50.9,1.0017,31,5,2004,7,0,0,1108,1123,804,1801,1111
1959,1959,1959,31/05/2004 8:00,1959,3.6,-200,22.7,248,129,19.3,46,1.0185,31,5,2004,8,0,0,1252,1369,681,2120,1390
1960,1960,1960,31/05/2004 9:00,1960,2.2,-200,16.3,213,137,20.9,43.6,1.0683,31,5,2004,9,0,0,1175,1188,790,1901,1251
1961,1961,1961,31/05/2004 10:00,1961,1.6,-200,14.1,161,121,25.6,33.3,1.0773,31,5,2004,10,0,0,1111,1120,839,1790,1141
1962,1962,1962,31/05/2004 11:00,1962,1.4,-200,12.6,144,123,28.9,26,1.0188,31,5,2004,11,0,0,1044,1069,889,1683,942
1963,1963,1963,31/05/2004 12:00,1963,1.4,-200,13.1,127,120,30.3,22.8,0.9695,31,5,2004,12,0,0,1018,1088,909,1677,795
1964,1964,1964,31/05/2004 13:00,1964,1.5,-200,14.2,116,119,30.9,24.4,1.0724,31,5,2004,13,0,0,1060,1122,863,1721,836
1965,1965,1965,31/05/2004 14:00,1965,1.3,-200,13.8,124,121,30.5,26.2,1.1278,31,5,2004,14,0,0,1071,1110,864,1733,847
1966,1966,1966,31/05/2004 15:00,1966,1.2,-200,12.1,115,111,30.7,23.4,1.015,31,5,2004,15,0,0,1006,1054,921,1636,769
1967,1967,1967,31/05/2004 16:00,1967,1.8,-200,15.7,150,128,28.1,29.8,1.1132,31,5,2004,16,0,0,1104,1171,827,1803,968
1968,1968,1968,31/05/2004 17:00,1968,3,-200,21.4,221,159,26.9,32.2,1.1267,31,5,2004,17,0,0,1196,1336,739,1971,1157
1969,1969,1969,31/05/2004 18:00,1969,3.5,-200,25,227,161,26,34.6,1.1485,31,5,2004,18,0,0,1243,1429,687,2093,1367
1970,1970,1970,31/05/2004 19:00,1970,2.4,-200,16.6,156,116,24.5,37.7,1.1454,31,5,2004,19,0,0,1124,1199,794,1858,1101
1971,1971,1971,31/05/2004 20:00,1971,1.1,-200,10.7,97,96,21.7,46.9,1.2044,31,5,2004,20,0,0,1020,1003,904,1716,916
1972,1972,1972,31/05/2004 21:00,1972,0.8,-200,7.5,78,69,19.3,68.8,1.519,31,5,2004,21,0,0,1035,878,977,1694,825
1973,1973,1973,31/05/2004 22:00,1973,0.4,-200,5.3,60,58,17.6,81.6,1.6296,31,5,2004,22,0,0,986,781,1063,1633,693
1974,1974,1974,31/05/2004 23:00,1974,0.6,-200,6.5,61,59,17.8,80.3,1.6212,31,5,2004,23,0,0,1017,834,986,1676,734
1975,1975,1975,01/06/2004 0:00,1975,0.3,-200,4.7,46,45,18.6,75.7,1.6074,1,6,2004,0,0,0,922,750,1085,1585,685
1976,1976,1976,01/06/2004 1:00,1976,-200,-200,2.9,17,23,19.6,68.4,1.5443,1,6,2004,1,0,0,830,644,1235,1487,524
1977,1977,1977,01/06/2004 2:00,1977,-200,-200,2,18,26,18,76.4,1.5608,1,6,2004,2,0,0,805,583,1339,1494,527
1978,1978,1978,01/06/2004 3:00,1978,-200,-200,1.1,-200,-200,17.3,77.2,1.5104,1,6,2004,3,0,0,760,505,1527,1413,452
1979,1979,1979,01/06/2004 4:00,1979,-200,-200,1.3,16,24,16.5,82.3,1.5318,1,6,2004,4,0,0,783,529,1437,1435,466
1980,1980,1980,01/06/2004 5:00,1980,0.1,-200,2.4,39,41,16.8,81.3,1.5452,1,6,2004,5,0,0,854,613,1272,1515,565
1981,1981,1981,01/06/2004 6:00,1981,0.3,-200,6.1,107,65,17.3,78.6,1.5412,1,6,2004,6,0,0,985,816,987,1677,799
1982,1982,1982,01/06/2004 7:00,1982,1.4,-200,12.5,190,94,16.9,80.9,1.5472,1,6,2004,7,0,0,1225,1067,760,1922,1102
1983,1983,1983,01/06/2004 8:00,1983,2.7,-200,19.5,236,100,17.1,79.8,1.542,1,6,2004,8,0,0,1313,1283,671,2180,1299
1984,1984,1984,01/06/2004 9:00,1984,2.3,-200,15.2,227,103,18.5,70.3,1.4826,1,6,2004,9,0,0,1199,1156,758,1958,1272
1985,1985,1985,01/06/2004 10:00,1985,1.8,-200,12,211,89,19.6,66.7,1.5023,1,6,2004,10,0,0,1182,1051,829,1870,1206
1986,1986,1986,01/06/2004 11:00,1986,1.6,-200,12.4,201,86,20.4,63.1,1.4969,1,6,2004,11,0,0,1173,1063,814,1905,1218
1987,1987,1987,01/06/2004 12:00,1987,1.9,-200,15.9,191,89,21.6,61.8,1.5775,1,6,2004,12,0,0,1259,1178,722,2060,1367
1988,1988,1988,01/06/2004 13:00,1988,2.5,-200,15.7,192,88,24,49.3,1.4509,1,6,2004,13,0,0,1263,1171,759,2029,1290
1989,1989,1989,01/06/2004 14:00,1989,1.6,-200,13.5,143,73,25.7,43.8,1.4262,1,6,2004,14,0,0,1156,1100,800,1884,1175
1990,1990,1990,01/06/2004 15:00,1990,1.5,-200,12.4,148,78,24.6,47.5,1.4487,1,6,2004,15,0,0,1167,1065,808,1886,1139
1991,1991,1991,01/06/2004 16:00,1991,2.5,-200,17.1,183,95,24.8,47.4,1.4628,1,6,2004,16,0,0,1278,1213,733,2041,1293
1992,1992,1992,01/06/2004 17:00,1992,3.6,-200,22,216,109,23.7,50.5,1.4636,1,6,2004,17,0,0,1342,1351,657,2201,1419
1993,1993,1993,01/06/2004 18:00,1993,3.5,-200,19.9,184,95,23,53.8,1.4968,1,6,2004,18,0,0,1353,1292,683,2178,1326
1994,1994,1994,01/06/2004 19:00,1994,4.8,-200,27.9,248,101,21.5,65.8,1.6688,1,6,2004,19,0,0,1501,1501,588,2486,1517
1995,1995,1995,01/06/2004 20:00,1995,3.7,-200,19.7,221,88,21,66.9,1.6436,1,6,2004,20,0,0,1355,1289,678,2158,1391
1996,1996,1996,01/06/2004 21:00,1996,2.1,-200,15.7,159,77,20.6,68.1,1.6329,1,6,2004,21,0,0,1230,1169,737,2020,1275
1997,1997,1997,01/06/2004 22:00,1997,1.6,-200,12,136,75,20.5,66.9,1.5914,1,6,2004,22,0,0,1148,1048,822,1883,1168
1998,1998,1998,01/06/2004 23:00,1998,2.2,-200,13.1,168,81,20.2,65.2,1.5251,1,6,2004,23,0,0,1171,1088,822,1889,1132
1999,1999,1999,02/06/2004 0:00,1999,0.8,-200,9.2,95,57,19.5,68,1.5269,2,6,2004,0,0,0,1021,949,927,1764,977
2000,2000,2000,02/06/2004 1:00,2000,-200,-200,7.5,70,49,19.9,66.4,1.5203,2,6,2004,1,0,0,964,877,958,1692,942
2001,2001,2001,02/06/2004 2:00,2001,-200,-200,4.9,43,38,19.1,69,1.5043,2,6,2004,2,0,0,887,758,1094,1622,804
2002,2002,2002,02/06/2004 3:00,2002,-200,-200,5.2,-200,-200,18.5,70.7,1.4962,2,6,2004,3,0,0,885,773,1051,1641,805
2003,2003,2003,02/06/2004 4:00,2003,-200,-200,3.2,30,31,18.9,67.8,1.4689,2,6,2004,4,0,0,830,662,1217,1556,704
2004,2004,2004,02/06/2004 5:00,2004,-200,-200,2.4,22,23,20,63.7,1.4742,2,6,2004,5,0,0,792,611,1280,1529,657
2005,2005,2005,02/06/2004 6:00,2005,-200,-200,2.8,25,22,19.8,64.7,1.4769,2,6,2004,6,0,0,813,639,1267,1538,655
2006,2006,2006,02/06/2004 7:00,2006,-200,-200,3.9,48,33,19.7,65.3,1.4843,2,6,2004,7,0,0,890,703,1145,1601,751
2007,2007,2007,02/06/2004 8:00,2007,-200,-200,6.9,73,43,20.8,62,1.5002,2,6,2004,8,0,0,984,854,964,1751,885
2008,2008,2008,02/06/2004 9:00,2008,-200,-200,8.5,95,53,22.2,56.6,1.4973,2,6,2004,9,0,0,1043,920,925,1777,955
2009,2009,2009,02/06/2004 10:00,2009,-200,-200,8.9,86,54,24.3,49,1.4724,2,6,2004,10,0,0,1054,936,915,1791,962
2010,2010,2010,02/06/2004 11:00,2010,-200,-200,8.8,102,62,25,46.5,1.4492,2,6,2004,11,0,0,1063,930,925,1749,957
2011,2011,2011,02/06/2004 12:00,2011,-200,-200,7.4,80,53,28.9,34.8,1.3603,2,6,2004,12,0,0,978,873,1003,1669,788
2012,2012,2012,02/06/2004 13:00,2012,-200,-200,4.7,36,34,29.6,33.4,1.3581,2,6,2004,13,0,0,887,748,1141,1560,596
2013,2013,2013,02/06/2004 14:00,2013,-200,-200,4.8,32,30,30.9,30.7,1.3493,2,6,2004,14,0,0,887,754,1164,1523,560
2014,2014,2014,02/06/2004 15:00,2014,-200,-200,6.8,46,37,31.8,31,1.4286,2,6,2004,15,0,0,977,850,1035,1645,701
2015,2015,2015,02/06/2004 16:00,2015,-200,-200,8.9,61,47,31.4,31.2,1.4127,2,6,2004,16,0,0,1043,934,929,1707,811
2016,2016,2016,02/06/2004 17:00,2016,-200,-200,8.1,59,44,28.9,35.7,1.3985,2,6,2004,17,0,0,1010,902,966,1676,724
2017,2017,2017,02/06/2004 18:00,2017,-200,-200,10.5,76,53,27.2,42.5,1.5135,2,6,2004,18,0,0,1094,996,876,1807,864
2018,2018,2018,02/06/2004 19:00,2018,-200,-200,14.8,145,88,26.2,46.4,1.5573,2,6,2004,19,0,0,1223,1142,778,1965,1084
2019,2019,2019,02/06/2004 20:00,2019,-200,-200,11.8,140,95,24.5,51,1.5454,2,6,2004,20,0,0,1109,1042,834,1888,998
2020,2020,2020,02/06/2004 21:00,2020,-200,-200,8.7,102,82,22.8,56.1,1.5353,2,6,2004,21,0,0,1026,927,915,1781,878
2021,2021,2021,02/06/2004 22:00,2021,-200,-200,8.7,89,59,21.9,60.9,1.5799,2,6,2004,22,0,0,1036,928,914,1787,909
2022,2022,2022,02/06/2004 23:00,2022,-200,-200,6.9,62,43,21.7,61,1.5617,2,6,2004,23,0,0,963,853,995,1732,789
2023,2023,2023,03/06/2004 0:00,2023,-200,-200,7.3,69,51,20.8,64.8,1.568,3,6,2004,0,0,0,996,868,957,1741,857
2024,2024,2024,03/06/2004 1:00,2024,-200,-200,6.9,63,49,20.3,70.9,1.6699,3,6,2004,1,0,0,999,853,951,1756,885
2025,2025,2025,03/06/2004 2:00,2025,-200,-200,4.6,31,36,18.9,79,1.704,3,6,2004,2,0,0,893,741,1056,1664,743
2026,2026,2026,03/06/2004 3:00,2026,-200,-200,1.3,-200,-200,18.1,64.6,1.3276,3,6,2004,3,0,0,730,530,1517,1362,445
2027,2027,2027,03/06/2004 4:00,2027,-200,-200,1.7,17,24,18.6,64.5,1.3655,3,6,2004,4,0,0,753,562,1420,1414,454
2028,2028,2028,03/06/2004 5:00,2028,-200,-200,3.2,61,58,17.6,67.4,1.346,3,6,2004,5,0,0,825,663,1203,1504,610
2029,2029,2029,03/06/2004 6:00,2029,-200,-200,10.1,184,73,17.6,67.6,1.3479,3,6,2004,6,0,0,1012,982,882,1796,1024
2030,2030,2030,03/06/2004 7:00,2030,-200,-200,19.9,248,74,19,61.7,1.3393,3,6,2004,7,0,0,1221,1293,688,2144,1316
2031,2031,2031,03/06/2004 8:00,2031,-200,-200,20.2,220,97,20,57.4,1.3268,3,6,2004,8,0,0,1215,1303,694,2180,1358
2032,2032,2032,03/06/2004 9:00,2032,-200,-200,20.8,243,108,22.6,45.9,1.2418,3,6,2004,9,0,0,1234,1318,714,2108,2202
2033,2033,2033,03/06/2004 10:00,2033,-200,-200,15.1,164,93,27.3,34.3,1.2284,3,6,2004,10,0,0,1138,1152,798,1877,1947
2034,2034,2034,03/06/2004 11:00,2034,-200,-200,10.9,-200,-200,27.4,31,1.1184,3,6,2004,11,0,0,987,1009,914,1697,1227
2035,2035,2035,03/06/2004 12:00,2035,-200,-200,11.1,-200,-200,26.2,33.6,1.1244,3,6,2004,12,0,0,980,1019,921,1720,950
2036,2036,2036,03/06/2004 13:00,2036,-200,-200,12.1,-200,-200,26.8,32.4,1.1263,3,6,2004,13,0,0,966,1054,885,1742,917
2037,2037,2037,03/06/2004 14:00,2037,-200,-200,8.6,-200,-200,28.7,27.7,1.071,3,6,2004,14,0,0,905,923,1025,1582,707
2038,2038,2038,03/06/2004 15:00,2038,-200,-200,9.7,-200,-200,28.7,25,0.9684,3,6,2004,15,0,0,903,968,992,1565,740
2039,2039,2039,03/06/2004 16:00,2039,-200,-200,11,-200,-200,29.1,22.3,0.8811,3,6,2004,16,0,0,914,1014,988,1597,775
2040,2040,2040,03/06/2004 17:00,2040,-200,-200,16.6,-200,-200,29,24.5,0.9655,3,6,2004,17,0,0,1050,1199,849,1781,1035
2041,2041,2041,03/06/2004 18:00,2041,-200,-200,14.7,-200,-200,27.2,28.3,1.0016,3,6,2004,18,0,0,1043,1139,876,1756,1001
2042,2042,2042,03/06/2004 19:00,2042,-200,-200,19.5,-200,-200,25.3,30,0.952,3,6,2004,19,0,0,1125,1283,792,1899,1101
2043,2043,2043,03/06/2004 20:00,2043,-200,-200,14.5,-200,-200,24.1,34.8,1.0333,3,6,2004,20,0,0,1058,1134,855,1797,1034
2044,2044,2044,03/06/2004 21:00,2044,-200,-200,7.8,-200,-200,23,43.1,1.1993,3,6,2004,21,0,0,951,892,1015,1611,786
2045,2045,2045,03/06/2004 22:00,2045,-200,-200,7.8,-200,-200,22.1,43.9,1.1521,3,6,2004,22,0,0,944,891,1016,1593,844
2046,2046,2046,03/06/2004 23:00,2046,-200,-200,7.8,-200,-200,21,48.1,1.178,3,6,2004,23,0,0,959,892,996,1616,866
2047,2047,2047,04/06/2004 0:00,2047,-200,-200,8.5,-200,-200,20.6,49.2,1.1754,4,6,2004,0,0,0,974,919,976,1638,909
2048,2048,2048,04/06/2004 1:00,2048,-200,-200,5.7,-200,-200,21.2,47.6,1.1799,4,6,2004,1,0,0,880,799,1097,1533,724
2049,2049,2049,04/06/2004 2:00,2049,-200,-200,4.5,-200,-200,21,50.1,1.2338,4,6,2004,2,0,0,853,740,1146,1526,715
2050,2050,2050,04/06/2004 3:00,2050,-200,-200,5.6,-200,-200,20.1,53.1,1.2342,4,6,2004,3,0,0,912,795,1042,1564,827
2051,2051,2051,04/06/2004 4:00,2051,-200,-200,4.6,-200,-200,19,54,1.1745,4,6,2004,4,0,0,863,745,1098,1496,786
2052,2052,2052,04/06/2004 5:00,2052,-200,-200,1.2,-200,-200,19.2,51.1,1.124,4,6,2004,5,0,0,729,520,1570,1318,445
2053,2053,2053,04/06/2004 6:00,2053,-200,-200,3.4,-200,-200,19.2,53.1,1.1662,4,6,2004,6,0,0,830,674,1246,1459,607
2054,2054,2054,04/06/2004 7:00,2054,-200,-200,17,-200,-200,20.6,49,1.1748,4,6,2004,7,0,0,1198,1209,779,2058,1213
2055,2055,2055,04/06/2004 8:00,2055,-200,-200,10,-200,-200,21.8,41.9,1.077,4,6,2004,8,0,0,971,977,921,1667,910
2056,2056,2056,04/06/2004 9:00,2056,-200,-200,6,-200,-200,22.8,37.6,1.0315,4,6,2004,9,0,0,885,812,1100,1495,675
2057,2057,2057,04/06/2004 10:00,2057,-200,-200,5.7,-200,-200,24.8,31.3,0.9646,4,6,2004,10,0,0,862,798,1148,1456,582
2058,2058,2058,04/06/2004 11:00,2058,-200,-200,6.9,-200,-200,26,29.4,0.976,4,6,2004,11,0,0,892,853,1080,1509,666
2059,2059,2059,04/06/2004 12:00,2059,-200,-200,9.5,-200,-200,27,27.8,0.9731,4,6,2004,12,0,0,933,960,994,1577,726
2060,2060,2060,04/06/2004 13:00,2060,-200,-200,11.1,-200,-200,27,29.3,1.0277,4,6,2004,13,0,0,975,1017,930,1668,801
2061,2061,2061,04/06/2004 14:00,2061,-200,-200,8.1,-200,-200,27,29.6,1.0419,4,6,2004,14,0,0,927,905,1016,1554,711
2062,2062,2062,04/06/2004 15:00,2062,-200,-200,10.2,-200,-200,25.8,32.6,1.072,4,6,2004,15,0,0,993,985,950,1680,790
