MeasurementID,DateID,TimeID,ReadingID,CO_Concentration,NMHC_Concentration,Benzene_Concentration,NOx_Concentration,NO2_Concentration,Temperature,Relative_Humidity,Absolute_Humidity,Day,Month,Year,Hour,Minute,Second,PT08_S1,PT08_S2,PT08_S3,PT08_S4,PT08_S5
2655,2655,2655,2655,5.7,-200.0,33.5,350.0,140.0,27.1,43.1,1.5224,29.0,6.0,2004.0,8.0,0.0,0.0,1502.0,1631.0,459.0,2622.0,1858.0
2656,2656,2656,2656,3.2,-200.0,15.5,232.0,121.0,28.3,39.8,1.5053,29.0,6.0,2004.0,9.0,0.0,0.0,1219.0,1163.0,642.0,1963.0,1410.0
2657,2657,2657,2657,2.7,-200.0,15.3,206.0,132.0,32.4,32.3,1.5484,29.0,6.0,2004.0,10.0,0.0,0.0,1237.0,1157.0,663.0,1968.0,1334.0
2658,2658,2658,2658,2.1,-200.0,12.8,159.0,122.0,35.4,27.8,1.5733,29.0,6.0,2004.0,11.0,0.0,0.0,1181.0,1078.0,706.0,1870.0,1140.0
2659,2659,2659,2659,2.8,-200.0,15.2,184.0,148.0,35.5,27.4,1.5635,29.0,6.0,2004.0,12.0,0.0,0.0,1251.0,1154.0,682.0,1955.0,1111.0
2660,2660,2660,2660,2.5,-200.0,15.7,136.0,133.0,37.8,24.4,1.5722,29.0,6.0,2004.0,13.0,0.0,0.0,1214.0,1170.0,681.0,1963.0,1054.0
2661,2661,2661,2661,2.1,-200.0,12.3,124.0,130.0,37.2,25.5,1.5914,29.0,6.0,2004.0,14.0,0.0,0.0,1166.0,1062.0,726.0,1825.0,924.0
2662,2662,2662,2662,2.5,-200.0,15.3,133.0,141.0,37.2,25.6,1.6014,29.0,6.0,2004.0,15.0,0.0,0.0,1226.0,1157.0,683.0,1912.0,1041.0
2663,2663,2663,2663,2.7,-200.0,17.6,156.0,172.0,38.0,25.0,1.6312,29.0,6.0,2004.0,16.0,0.0,0.0,1265.0,1229.0,636.0,2040.0,1282.0
2664,2664,2664,2664,3.7,-200.0,21.5,200.0,198.0,37.1,26.9,1.6635,29.0,6.0,2004.0,17.0,0.0,0.0,1317.0,1338.0,593.0,2132.0,1362.0
2665,2665,2665,2665,3.7,-200.0,23.2,202.0,181.0,36.9,27.8,1.7099,29.0,6.0,2004.0,18.0,0.0,0.0,1372.0,1382.0,568.0,2268.0,1441.0
2666,2666,2666,2666,4.6,-200.0,25.6,286.0,202.0,34.7,31.9,1.7325,29.0,6.0,2004.0,19.0,0.0,0.0,1443.0,1443.0,543.0,2332.0,1559.0
2667,2667,2667,2667,2.6,-200.0,14.3,141.0,120.0,31.9,38.4,1.7897,29.0,6.0,2004.0,20.0,0.0,0.0,1200.0,1126.0,664.0,1979.0,1198.0
2668,2668,2668,2668,2.5,-200.0,14.4,117.0,115.0,30.5,42.3,1.8173,29.0,6.0,2004.0,21.0,0.0,0.0,1216.0,1130.0,655.0,1994.0,1246.0
2669,2669,2669,2669,2.3,-200.0,12.6,110.0,112.0,29.3,45.8,1.8362,29.0,6.0,2004.0,22.0,0.0,0.0,1160.0,1070.0,687.0,1929.0,1192.0
2670,2670,2670,2670,2.2,-200.0,13.7,100.0,97.0,28.2,48.1,1.8144,29.0,6.0,2004.0,23.0,0.0,0.0,1194.0,1106.0,667.0,1985.0,1194.0
2671,2671,2671,2671,2.5,-200.0,13.1,112.0,100.0,27.3,51.0,1.8287,30.0,6.0,2004.0,0.0,0.0,0.0,1199.0,1087.0,658.0,1954.0,1252.0
2672,2672,2672,2672,0.9,-200.0,6.1,35.0,47.0,26.8,52.4,1.8141,30.0,6.0,2004.0,1.0,0.0,0.0,965.0,818.0,844.0,1681.0,777.0
2673,2673,2673,2673,0.8,-200.0,5.8,33.0,44.0,26.0,54.9,1.8141,30.0,6.0,2004.0,2.0,0.0,0.0,961.0,801.0,850.0,1683.0,798.0
2674,2674,2674,2674,0.7,-200.0,3.7,-200.0,-200.0,26.8,51.9,1.8058,30.0,6.0,2004.0,3.0,0.0,0.0,901.0,697.0,952.0,1586.0,800.0
2675,2675,2675,2675,0.5,-200.0,2.6,28.0,42.0,26.9,51.8,1.805,30.0,6.0,2004.0,4.0,0.0,0.0,864.0,629.0,1052.0,1558.0,728.0
2676,2676,2676,2676,0.7,-200.0,4.6,49.0,57.0,24.6,59.1,1.8013,30.0,6.0,2004.0,5.0,0.0,0.0,952.0,742.0,892.0,1656.0,953.0
2677,2677,2677,2677,0.9,-200.0,7.4,81.0,61.0,26.4,53.1,1.7987,30.0,6.0,2004.0,6.0,0.0,0.0,1009.0,875.0,797.0,1738.0,1060.0
2678,2678,2678,2678,2.2,-200.0,15.2,178.0,106.0,27.3,46.4,1.6542,30.0,6.0,2004.0,7.0,0.0,0.0,1225.0,1155.0,643.0,1992.0,1338.0
2679,2679,2679,2679,2.8,-200.0,16.7,223.0,136.0,28.4,40.4,1.5442,30.0,6.0,2004.0,8.0,0.0,0.0,1245.0,1202.0,628.0,2039.0,1622.0
2680,2680,2680,2680,2.9,-200.0,17.0,290.0,157.0,30.8,37.1,1.6169,30.0,6.0,2004.0,9.0,0.0,0.0,1265.0,1209.0,638.0,2015.0,1812.0
2681,2681,2681,2681,2.9,-200.0,18.0,274.0,171.0,34.2,30.7,1.6252,30.0,6.0,2004.0,10.0,0.0,0.0,1276.0,1241.0,642.0,2024.0,1784.0
2682,2682,2682,2682,3.0,-200.0,16.1,278.0,190.0,37.0,26.5,1.6352,30.0,6.0,2004.0,11.0,0.0,0.0,1232.0,1183.0,675.0,1920.0,1509.0
2683,2683,2683,2683,2.5,-200.0,13.4,152.0,155.0,36.6,27.8,1.676,30.0,6.0,2004.0,12.0,0.0,0.0,1193.0,1097.0,698.0,1832.0,1139.0
2684,2684,2684,2684,2.3,-200.0,14.0,118.0,139.0,36.9,26.9,1.6477,30.0,6.0,2004.0,13.0,0.0,0.0,1162.0,1117.0,700.0,1857.0,1044.0
2685,2685,2685,2685,2.1,-200.0,13.4,141.0,152.0,39.3,22.2,1.552,30.0,6.0,2004.0,14.0,0.0,0.0,1126.0,1097.0,723.0,1810.0,1015.0
2686,2686,2686,2686,1.9,-200.0,10.4,131.0,143.0,38.5,22.4,1.5018,30.0,6.0,2004.0,15.0,0.0,0.0,1089.0,993.0,801.0,1675.0,825.0
2687,2687,2687,2687,2.3,-200.0,12.7,171.0,168.0,39.7,20.4,1.4594,30.0,6.0,2004.0,16.0,0.0,0.0,1134.0,1073.0,747.0,1765.0,1022.0
2688,2688,2688,2688,4.2,-200.0,24.5,287.0,226.0,38.8,24.2,1.6433,30.0,6.0,2004.0,17.0,0.0,0.0,1388.0,1418.0,568.0,2250.0,1913.0
2689,2689,2689,2689,4.9,-200.0,27.8,267.0,207.0,33.5,38.0,1.939,30.0,6.0,2004.0,18.0,0.0,0.0,1506.0,1499.0,506.0,2485.0,2043.0
2690,2690,2690,2690,4.9,-200.0,23.3,280.0,197.0,34.0,32.9,1.7251,30.0,6.0,2004.0,19.0,0.0,0.0,1352.0,1385.0,563.0,2205.0,1661.0
2691,2691,2691,2691,3.5,-200.0,17.6,224.0,158.0,31.9,33.7,1.5663,30.0,6.0,2004.0,20.0,0.0,0.0,1217.0,1227.0,641.0,2040.0,1404.0
2692,2692,2692,2692,2.5,-200.0,14.5,137.0,124.0,30.2,37.6,1.587,30.0,6.0,2004.0,21.0,0.0,0.0,1149.0,1132.0,688.0,1936.0,1233.0
2693,2693,2693,2693,2.5,-200.0,14.4,118.0,110.0,28.9,41.0,1.6096,30.0,6.0,2004.0,22.0,0.0,0.0,1156.0,1129.0,688.0,1941.0,1181.0
2694,2694,2694,2694,2.6,-200.0,14.2,128.0,112.0,27.8,45.2,1.6604,30.0,6.0,2004.0,23.0,0.0,0.0,1180.0,1122.0,678.0,1921.0,1272.0
2695,2695,2695,2695,2.3,-200.0,12.9,111.0,102.0,27.1,47.4,1.6701,1.0,7.0,2004.0,0.0,0.0,0.0,1109.0,1080.0,696.0,1874.0,1190.0
2696,2696,2696,2696,1.5,-200.0,9.9,66.0,77.0,26.2,49.4,1.6555,1.0,7.0,2004.0,1.0,0.0,0.0,1032.0,974.0,763.0,1800.0,982.0
2697,2697,2697,2697,0.9,-200.0,5.1,36.0,50.0,26.9,49.3,1.7196,1.0,7.0,2004.0,2.0,0.0,0.0,893.0,767.0,918.0,1607.0,805.0
2698,2698,2698,2698,0.6,-200.0,2.8,-200.0,-200.0,26.3,50.8,1.7058,1.0,7.0,2004.0,3.0,0.0,0.0,848.0,642.0,1079.0,1536.0,654.0
2699,2699,2699,2699,0.6,-200.0,3.2,31.0,40.0,24.9,54.6,1.6908,1.0,7.0,2004.0,4.0,0.0,0.0,850.0,664.0,1038.0,1568.0,727.0
2700,2700,2700,2700,0.8,-200.0,5.4,75.0,66.0,23.4,58.6,1.6651,1.0,7.0,2004.0,5.0,0.0,0.0,938.0,782.0,879.0,1685.0,1001.0
2701,2701,2701,2701,0.9,-200.0,6.4,66.0,60.0,24.4,55.2,1.6604,1.0,7.0,2004.0,6.0,0.0,0.0,948.0,828.0,858.0,1711.0,994.0
2702,2702,2702,2702,2.4,-200.0,17.1,154.0,85.0,25.1,54.3,1.7057,1.0,7.0,2004.0,7.0,0.0,0.0,1225.0,1214.0,625.0,2090.0,1322.0
2703,2703,2703,2703,3.9,-200.0,22.3,239.0,120.0,26.6,51.2,1.7565,1.0,7.0,2004.0,8.0,0.0,0.0,1380.0,1359.0,538.0,2337.0,1617.0
2704,2704,2704,2704,2.9,-200.0,14.6,246.0,134.0,28.2,47.1,1.7752,1.0,7.0,2004.0,9.0,0.0,0.0,1276.0,1138.0,628.0,2021.0,1430.0
2705,2705,2705,2705,2.7,-200.0,13.3,261.0,149.0,31.6,39.4,1.7969,1.0,7.0,2004.0,10.0,0.0,0.0,1246.0,1093.0,667.0,1942.0,1357.0
2706,2706,2706,2706,2.0,-200.0,10.5,179.0,125.0,34.2,31.8,1.6837,1.0,7.0,2004.0,11.0,0.0,0.0,1141.0,996.0,767.0,1805.0,994.0
2707,2707,2707,2707,2.4,-200.0,14.2,159.0,132.0,36.6,27.1,1.6352,1.0,7.0,2004.0,12.0,0.0,0.0,1199.0,1124.0,680.0,1940.0,1054.0
2708,2708,2708,2708,2.0,-200.0,12.2,111.0,114.0,37.6,26.9,1.715,1.0,7.0,2004.0,13.0,0.0,0.0,1156.0,1056.0,710.0,1842.0,945.0
2709,2709,2709,2709,1.8,-200.0,10.1,101.0,110.0,38.1,26.3,1.7213,1.0,7.0,2004.0,14.0,0.0,0.0,1158.0,983.0,751.0,1803.0,808.0
2710,2710,2710,2710,1.9,-200.0,11.7,118.0,121.0,37.8,26.9,1.7392,1.0,7.0,2004.0,15.0,0.0,0.0,1163.0,1039.0,723.0,1814.0,888.0
2711,2711,2711,2711,1.8,-200.0,10.9,120.0,127.0,37.8,22.7,1.4653,1.0,7.0,2004.0,16.0,0.0,0.0,1078.0,1009.0,767.0,1730.0,787.0
2712,2712,2712,2712,2.9,-200.0,17.3,177.0,157.0,36.9,24.7,1.5134,1.0,7.0,2004.0,17.0,0.0,0.0,1244.0,1219.0,651.0,1949.0,1077.0
2713,2713,2713,2713,3.3,-200.0,18.0,186.0,169.0,34.5,28.5,1.531,1.0,7.0,2004.0,18.0,0.0,0.0,1236.0,1239.0,637.0,1986.0,1106.0
2714,2714,2714,2714,4.4,-200.0,22.9,235.0,179.0,32.5,30.9,1.4875,1.0,7.0,2004.0,19.0,0.0,0.0,1364.0,1376.0,580.0,2168.0,1356.0
2715,2715,2715,2715,3.4,-200.0,16.5,195.0,149.0,30.9,30.4,1.338,1.0,7.0,2004.0,20.0,0.0,0.0,1193.0,1196.0,675.0,1888.0,1152.0
2716,2716,2716,2716,1.9,-200.0,10.2,106.0,111.0,28.7,34.7,1.3457,1.0,7.0,2004.0,21.0,0.0,0.0,1078.0,985.0,778.0,1697.0,925.0
2717,2717,2717,2717,2.1,-200.0,11.6,107.0,112.0,27.7,39.3,1.4372,1.0,7.0,2004.0,22.0,0.0,0.0,1140.0,1035.0,726.0,1779.0,1059.0
2718,2718,2718,2718,2.5,-200.0,14.3,134.0,120.0,26.8,45.1,1.5645,1.0,7.0,2004.0,23.0,0.0,0.0,1239.0,1127.0,648.0,1930.0,1201.0
2719,2719,2719,2719,2.3,-200.0,13.3,117.0,105.0,26.1,45.3,1.5115,2.0,7.0,2004.0,0.0,0.0,0.0,1171.0,1093.0,669.0,1862.0,1205.0
2720,2720,2720,2720,1.7,-200.0,10.0,83.0,90.0,25.9,46.1,1.5174,2.0,7.0,2004.0,1.0,0.0,0.0,1065.0,977.0,736.0,1733.0,1103.0
2721,2721,2721,2721,1.5,-200.0,7.6,77.0,87.0,25.3,47.6,1.513,2.0,7.0,2004.0,2.0,0.0,0.0,1024.0,882.0,791.0,1662.0,1072.0
2722,2722,2722,2722,0.8,-200.0,3.4,-200.0,-200.0,26.6,43.0,1.4773,2.0,7.0,2004.0,3.0,0.0,0.0,873.0,679.0,1010.0,1501.0,713.0
2723,2723,2723,2723,-200.0,-200.0,3.3,37.0,54.0,25.3,47.2,1.5025,2.0,7.0,2004.0,4.0,0.0,0.0,874.0,668.0,1043.0,1513.0,737.0
2724,2724,2724,2724,0.5,-200.0,2.9,50.0,61.0,25.1,48.0,1.5115,2.0,7.0,2004.0,5.0,0.0,0.0,887.0,647.0,1046.0,1500.0,740.0
2725,2725,2725,2725,0.8,-200.0,5.6,60.0,63.0,24.8,50.6,1.5654,2.0,7.0,2004.0,6.0,0.0,0.0,993.0,795.0,888.0,1629.0,770.0
2726,2726,2726,2726,2.6,-200.0,17.5,179.0,102.0,25.7,49.7,1.615,2.0,7.0,2004.0,7.0,0.0,0.0,1299.0,1225.0,620.0,2077.0,1327.0
2727,2727,2727,2727,4.9,-200.0,29.0,300.0,149.0,27.4,45.5,1.6396,2.0,7.0,2004.0,8.0,0.0,0.0,1529.0,1526.0,476.0,2559.0,1763.0
2728,2728,2728,2728,2.9,-200.0,17.0,263.0,147.0,29.3,40.0,1.6082,2.0,7.0,2004.0,9.0,0.0,0.0,1320.0,1210.0,595.0,2052.0,1477.0
2729,2729,2729,2729,2.8,-200.0,15.6,265.0,158.0,33.6,28.7,1.4693,2.0,7.0,2004.0,10.0,0.0,0.0,1226.0,1168.0,650.0,1952.0,1311.0
2730,2730,2730,2730,1.8,-200.0,10.1,164.0,112.0,34.6,27.7,1.4991,2.0,7.0,2004.0,11.0,0.0,0.0,1105.0,980.0,777.0,1745.0,980.0
2731,2731,2731,2731,1.8,-200.0,11.7,122.0,108.0,35.6,27.2,1.5557,2.0,7.0,2004.0,12.0,0.0,0.0,1160.0,1040.0,720.0,1810.0,961.0
2732,2732,2732,2732,1.9,-200.0,12.0,125.0,120.0,36.9,23.3,1.4313,2.0,7.0,2004.0,13.0,0.0,0.0,1125.0,1051.0,730.0,1771.0,923.0
2733,2733,2733,2733,1.7,-200.0,11.0,125.0,117.0,38.8,20.7,1.4036,2.0,7.0,2004.0,14.0,0.0,0.0,1099.0,1015.0,763.0,1732.0,839.0
2734,2734,2734,2734,1.7,-200.0,11.2,115.0,119.0,38.1,22.6,1.4868,2.0,7.0,2004.0,15.0,0.0,0.0,1124.0,1021.0,745.0,1735.0,827.0
2735,2735,2735,2735,1.9,-200.0,10.5,162.0,149.0,37.1,23.0,1.4229,2.0,7.0,2004.0,16.0,0.0,0.0,1105.0,995.0,778.0,1681.0,821.0
2736,2736,2736,2736,2.1,-200.0,11.8,149.0,174.0,34.8,19.3,1.0543,2.0,7.0,2004.0,17.0,0.0,0.0,1035.0,1043.0,804.0,1647.0,749.0
2737,2737,2737,2737,2.4,-200.0,13.8,161.0,163.0,33.6,20.7,1.059,2.0,7.0,2004.0,18.0,0.0,0.0,1065.0,1110.0,757.0,1691.0,871.0
2738,2738,2738,2738,3.0,-200.0,17.3,201.0,161.0,31.4,18.5,0.8376,2.0,7.0,2004.0,19.0,0.0,0.0,1051.0,1220.0,739.0,1729.0,1077.0
2739,2739,2739,2739,2.8,-200.0,14.2,209.0,154.0,29.5,23.8,0.9623,2.0,7.0,2004.0,20.0,0.0,0.0,1073.0,1124.0,752.0,1688.0,1175.0
2740,2740,2740,2740,1.9,-200.0,10.7,133.0,124.0,27.4,27.1,0.9736,2.0,7.0,2004.0,21.0,0.0,0.0,1008.0,1004.0,817.0,1588.0,1125.0
2741,2741,2741,2741,2.1,-200.0,12.7,133.0,122.0,26.1,31.1,1.0338,2.0,7.0,2004.0,22.0,0.0,0.0,1090.0,1073.0,745.0,1693.0,1124.0
2742,2742,2742,2742,1.8,-200.0,10.1,134.0,119.0,25.5,34.0,1.0935,2.0,7.0,2004.0,23.0,0.0,0.0,1048.0,983.0,780.0,1643.0,1064.0
2743,2743,2743,2743,2.5,-200.0,13.1,164.0,131.0,24.0,37.8,1.1125,3.0,7.0,2004.0,0.0,0.0,0.0,1131.0,1087.0,705.0,1738.0,1240.0
2744,2744,2744,2744,1.1,-200.0,7.4,72.0,84.0,24.2,37.3,1.1118,3.0,7.0,2004.0,1.0,0.0,0.0,953.0,874.0,854.0,1528.0,899.0
2745,2745,2745,2745,0.7,-200.0,4.6,50.0,77.0,23.4,40.6,1.1571,3.0,7.0,2004.0,2.0,0.0,0.0,897.0,745.0,968.0,1461.0,807.0
2746,2746,2746,2746,0.7,-200.0,4.7,-200.0,-200.0,21.8,46.6,1.1991,3.0,7.0,2004.0,3.0,0.0,0.0,900.0,750.0,932.0,1494.0,817.0
2747,2747,2747,2747,0.4,-200.0,2.8,27.0,41.0,22.6,43.0,1.1629,3.0,7.0,2004.0,4.0,0.0,0.0,828.0,639.0,1077.0,1371.0,573.0
2748,2748,2748,2748,0.7,-200.0,4.5,74.0,68.0,20.2,50.7,1.1844,3.0,7.0,2004.0,5.0,0.0,0.0,892.0,739.0,964.0,1479.0,768.0
2749,2749,2749,2749,0.7,-200.0,5.9,69.0,69.0,20.5,49.3,1.176,3.0,7.0,2004.0,6.0,0.0,0.0,914.0,809.0,912.0,1530.0,807.0
2750,2750,2750,2750,1.8,-200.0,11.1,162.0,101.0,21.4,48.0,1.2086,3.0,7.0,2004.0,7.0,0.0,0.0,1096.0,1017.0,722.0,1743.0,1204.0
2751,2751,2751,2751,2.3,-200.0,14.4,208.0,120.0,23.2,43.9,1.2344,3.0,7.0,2004.0,8.0,0.0,0.0,1173.0,1130.0,648.0,1885.0,1401.0
2752,2752,2752,2752,1.9,-200.0,11.1,168.0,124.0,25.3,40.7,1.2921,3.0,7.0,2004.0,9.0,0.0,0.0,1125.0,1016.0,712.0,1725.0,1256.0
2753,2753,2753,2753,1.7,-200.0,9.9,139.0,113.0,29.9,31.1,1.2883,3.0,7.0,2004.0,10.0,0.0,0.0,1079.0,976.0,781.0,1669.0,999.0
2754,2754,2754,2754,1.3,-200.0,8.8,104.0,97.0,33.9,21.3,1.1067,3.0,7.0,2004.0,11.0,0.0,0.0,974.0,930.0,872.0,1536.0,712.0
2755,2755,2755,2755,1.5,-200.0,9.9,99.0,94.0,36.3,16.0,0.9465,3.0,7.0,2004.0,12.0,0.0,0.0,977.0,973.0,865.0,1550.0,712.0
2756,2756,2756,2756,1.3,-200.0,7.4,89.0,86.0,36.6,15.2,0.9177,3.0,7.0,2004.0,13.0,0.0,0.0,912.0,873.0,946.0,1436.0,614.0
2757,2757,2757,2757,0.8,-200.0,6.1,57.0,70.0,37.4,15.8,0.9998,3.0,7.0,2004.0,14.0,0.0,0.0,896.0,817.0,992.0,1426.0,554.0
2758,2758,2758,2758,0.8,-200.0,6.2,64.0,70.0,37.9,15.0,0.9721,3.0,7.0,2004.0,15.0,0.0,0.0,896.0,822.0,1002.0,1391.0,722.0
2759,2759,2759,2759,1.1,-200.0,7.1,65.0,82.0,38.0,16.8,1.0933,3.0,7.0,2004.0,16.0,0.0,0.0,956.0,862.0,930.0,1479.0,636.0
2760,2760,2760,2760,1.2,-200.0,8.0,79.0,93.0,36.9,17.5,1.0789,3.0,7.0,2004.0,17.0,0.0,0.0,970.0,900.0,909.0,1524.0,664.0
2761,2761,2761,2761,1.2,-200.0,7.3,80.0,89.0,35.3,17.0,0.9561,3.0,7.0,2004.0,18.0,0.0,0.0,929.0,869.0,942.0,1454.0,624.0
2762,2762,2762,2762,1.4,-200.0,8.7,81.0,90.0,31.9,20.4,0.9462,3.0,7.0,2004.0,19.0,0.0,0.0,947.0,926.0,905.0,1484.0,659.0
2763,2763,2763,2763,1.1,-200.0,7.5,59.0,67.0,29.1,29.6,1.1792,3.0,7.0,2004.0,20.0,0.0,0.0,1003.0,880.0,864.0,1537.0,695.0
2764,2764,2764,2764,1.5,-200.0,9.0,90.0,94.0,27.4,33.4,1.2022,3.0,7.0,2004.0,21.0,0.0,0.0,1045.0,940.0,822.0,1658.0,920.0
2765,2765,2765,2765,2.0,-200.0,11.6,122.0,109.0,26.7,35.8,1.2318,3.0,7.0,2004.0,22.0,0.0,0.0,1125.0,1035.0,728.0,1726.0,1150.0
2766,2766,2766,2766,1.9,-200.0,10.2,120.0,103.0,25.2,42.7,1.3473,3.0,7.0,2004.0,23.0,0.0,0.0,1138.0,985.0,742.0,1710.0,1141.0
2767,2767,2767,2767,2.2,-200.0,12.3,126.0,101.0,24.0,51.9,1.5252,4.0,7.0,2004.0,0.0,0.0,0.0,1217.0,1060.0,660.0,1840.0,1227.0
2768,2768,2768,2768,1.1,-200.0,6.4,68.0,71.0,24.5,44.4,1.3476,4.0,7.0,2004.0,1.0,0.0,0.0,983.0,831.0,847.0,1585.0,887.0
2769,2769,2769,2769,1.1,-200.0,7.2,65.0,71.0,22.6,51.0,1.3805,4.0,7.0,2004.0,2.0,0.0,0.0,1007.0,864.0,816.0,1639.0,987.0
2770,2770,2770,2770,0.8,-200.0,6.1,-200.0,-200.0,22.2,52.7,1.3891,4.0,7.0,2004.0,3.0,0.0,0.0,957.0,816.0,846.0,1613.0,903.0
2771,2771,2771,2771,0.6,-200.0,4.3,38.0,49.0,21.2,56.8,1.4094,4.0,7.0,2004.0,4.0,0.0,0.0,914.0,725.0,949.0,1550.0,780.0
2772,2772,2772,2772,0.6,-200.0,3.8,31.0,43.0,20.3,59.6,1.3994,4.0,7.0,2004.0,5.0,0.0,0.0,886.0,702.0,971.0,1528.0,767.0
2773,2773,2773,2773,0.6,-200.0,4.0,40.0,44.0,21.3,56.7,1.4178,4.0,7.0,2004.0,6.0,0.0,0.0,899.0,708.0,972.0,1559.0,780.0
2774,2774,2774,2774,0.6,-200.0,4.2,36.0,42.0,23.0,54.6,1.5177,4.0,7.0,2004.0,7.0,0.0,0.0,942.0,723.0,968.0,1573.0,698.0
2775,2775,2775,2775,1.1,-200.0,6.1,64.0,69.0,23.7,54.3,1.5731,4.0,7.0,2004.0,8.0,0.0,0.0,1022.0,817.0,835.0,1669.0,821.0
2776,2776,2776,2776,1.0,-200.0,6.0,56.0,65.0,25.4,49.3,1.5732,4.0,7.0,2004.0,9.0,0.0,0.0,1009.0,810.0,859.0,1634.0,772.0
2777,2777,2777,2777,1.0,-200.0,5.9,56.0,68.0,29.6,37.7,1.544,4.0,7.0,2004.0,10.0,0.0,0.0,1025.0,809.0,877.0,1606.0,690.0
2778,2778,2778,2778,1.0,-200.0,5.4,43.0,58.0,33.9,26.2,1.3664,4.0,7.0,2004.0,11.0,0.0,0.0,977.0,783.0,939.0,1543.0,586.0
2779,2779,2779,2779,0.8,-200.0,4.9,40.0,52.0,35.8,22.4,1.2933,4.0,7.0,2004.0,12.0,0.0,0.0,936.0,757.0,1007.0,1459.0,523.0
2780,2780,2780,2780,0.7,-200.0,3.9,34.0,46.0,37.9,18.8,1.222,4.0,7.0,2004.0,13.0,0.0,0.0,884.0,703.0,1076.0,1394.0,488.0
2781,2781,2781,2781,0.4,-200.0,3.2,28.0,40.0,38.5,14.8,0.9942,4.0,7.0,2004.0,14.0,0.0,0.0,809.0,664.0,1185.0,1270.0,427.0
2782,2782,2782,2782,0.5,-200.0,4.1,32.0,47.0,39.3,14.5,1.0149,4.0,7.0,2004.0,15.0,0.0,0.0,852.0,718.0,1109.0,1307.0,468.0
2783,2783,2783,2783,0.6,-200.0,4.0,39.0,56.0,38.9,15.6,1.0613,4.0,7.0,2004.0,16.0,0.0,0.0,872.0,708.0,1106.0,1331.0,489.0
2784,2784,2784,2784,0.7,-200.0,4.8,52.0,64.0,37.9,12.7,0.8211,4.0,7.0,2004.0,17.0,0.0,0.0,839.0,752.0,1102.0,1298.0,515.0
2785,2785,2785,2785,0.9,-200.0,5.5,60.0,71.0,35.8,13.4,0.7749,4.0,7.0,2004.0,18.0,0.0,0.0,854.0,788.0,1064.0,1310.0,562.0
2786,2786,2786,2786,1.6,-200.0,9.1,104.0,103.0,32.3,19.7,0.9345,4.0,7.0,2004.0,19.0,0.0,0.0,971.0,942.0,900.0,1541.0,776.0
2787,2787,2787,2787,1.6,-200.0,9.1,102.0,97.0,30.1,23.5,0.9869,4.0,7.0,2004.0,20.0,0.0,0.0,985.0,944.0,866.0,1541.0,833.0
2788,2788,2788,2788,1.7,-200.0,10.1,120.0,108.0,28.2,28.7,1.0806,4.0,7.0,2004.0,21.0,0.0,0.0,1027.0,981.0,817.0,1631.0,1023.0
2789,2789,2789,2789,1.3,-200.0,7.4,89.0,87.0,26.0,35.7,1.1842,4.0,7.0,2004.0,22.0,0.0,0.0,1012.0,876.0,853.0,1580.0,967.0
2790,2790,2790,2790,1.9,-200.0,9.9,121.0,104.0,25.3,39.2,1.2452,4.0,7.0,2004.0,23.0,0.0,0.0,1086.0,973.0,766.0,1656.0,1089.0
2791,2791,2791,2791,1.5,-200.0,9.0,107.0,93.0,24.7,38.7,1.1845,5.0,7.0,2004.0,0.0,0.0,0.0,1025.0,939.0,790.0,1635.0,1103.0
2792,2792,2792,2792,0.6,-200.0,3.7,41.0,55.0,25.5,35.7,1.1499,5.0,7.0,2004.0,1.0,0.0,0.0,848.0,692.0,1034.0,1412.0,734.0
2793,2793,2793,2793,0.4,-200.0,3.0,34.0,49.0,22.5,43.2,1.1589,5.0,7.0,2004.0,2.0,0.0,0.0,839.0,652.0,1075.0,1405.0,671.0
2794,2794,2794,2794,0.3,-200.0,2.5,-200.0,-200.0,21.6,46.1,1.1761,5.0,7.0,2004.0,3.0,0.0,0.0,814.0,618.0,1097.0,1400.0,696.0
2795,2795,2795,2795,-200.0,-200.0,2.6,41.0,56.0,19.7,51.4,1.1688,5.0,7.0,2004.0,4.0,0.0,0.0,816.0,624.0,1073.0,1422.0,729.0
2796,2796,2796,2796,0.4,-200.0,2.4,38.0,43.0,21.6,45.7,1.1665,5.0,7.0,2004.0,5.0,0.0,0.0,799.0,613.0,1120.0,1387.0,641.0
2797,2797,2797,2797,0.7,-200.0,5.6,59.0,57.0,21.1,47.3,1.1654,5.0,7.0,2004.0,6.0,0.0,0.0,879.0,792.0,906.0,1521.0,825.0
2798,2798,2798,2798,2.0,-200.0,14.3,165.0,80.0,21.6,44.1,1.1269,5.0,7.0,2004.0,7.0,0.0,0.0,1104.0,1125.0,697.0,1815.0,1179.0
2799,2799,2799,2799,3.9,-200.0,27.7,287.0,134.0,23.7,37.9,1.0988,5.0,7.0,2004.0,8.0,0.0,0.0,1344.0,1496.0,519.0,2311.0,1651.0
2800,2800,2800,2800,3.6,-200.0,19.1,317.0,157.0,26.0,30.1,0.9953,5.0,7.0,2004.0,9.0,0.0,0.0,1226.0,1272.0,632.0,1901.0,1474.0
2801,2801,2801,2801,3.2,-200.0,15.9,330.0,175.0,30.6,23.2,1.001,5.0,7.0,2004.0,10.0,0.0,0.0,1157.0,1176.0,691.0,1779.0,1370.0
